id,shares,Usage
6536,971,Private
6537,2400,Public
6538,7400,Public
6539,1100,Private
6540,1300,Private
6541,1300,Private
6542,4900,Public
6543,6200,Private
6544,1100,Public
6545,1400,Private
6546,1100,Public
6547,15100,Private
6548,1100,Public
6549,689,Private
6550,2500,Private
6551,698,Public
6552,1400,Private
6553,1900,Private
6554,2400,Private
6555,2200,Public
6556,2300,Private
6557,872,Public
6558,953,Public
6559,1800,Private
6560,1600,Public
6561,720,Public
6562,1300,Public
6563,400,Private
6564,7700,Public
6565,1400,Public
6566,1200,Public
6567,1200,Private
6568,883,Public
6569,2100,Private
6570,1500,Public
6571,1100,Private
6572,650,Private
6573,671,Public
6574,4200,Private
6575,1400,Public
6576,1000,Private
6577,1300,Public
6578,1100,Private
6579,3900,Public
6580,10100,Private
6581,917,Public
6582,1800,Private
6583,4600,Private
6584,1200,Public
6585,4700,Public
6586,5800,Public
6587,984,Public
6588,949,Public
6589,1700,Public
6590,877,Private
6591,3800,Private
6592,1100,Private
6593,971,Public
6594,1700,Public
6595,2700,Private
6596,1000,Public
6597,2100,Private
6598,3800,Public
6599,1300,Private
6600,1200,Public
6601,2100,Private
6602,6300,Public
6603,2300,Public
6604,4500,Private
6605,1000,Private
6606,1200,Private
6607,80,Public
6608,1100,Public
6609,3300,Public
6610,987,Public
6611,1200,Public
6612,764,Public
6613,5500,Public
6614,1400,Public
6615,1100,Public
6616,863,Public
6617,1800,Private
6618,3100,Private
6619,1200,Public
6620,1400,Public
6621,2300,Public
6622,1200,Private
6623,1000,Private
6624,10600,Private
6625,557,Public
6626,907,Public
6627,897,Private
6628,784,Private
6629,6800,Public
6630,1800,Public
6631,4000,Private
6632,11300,Public
6633,4000,Private
6634,1200,Public
6635,907,Public
6636,2100,Public
6637,1000,Private
6638,1400,Public
6639,4800,Private
6640,1100,Public
6641,713,Public
6642,865,Private
6643,1100,Public
6644,1300,Public
6645,1100,Private
6646,1800,Private
6647,763,Private
6648,1100,Public
6649,1000,Private
6650,856,Public
6651,1900,Private
6652,1500,Public
6653,2700,Private
6654,1400,Private
6655,48800,Private
6656,1400,Public
6657,12200,Public
6658,937,Public
6659,3500,Public
6660,40000,Public
6661,7800,Private
6662,2000,Private
6663,966,Public
6664,5700,Private
6665,1200,Private
6666,1300,Public
6667,323,Public
6668,22000,Public
6669,1000,Private
6670,2900,Public
6671,1300,Private
6672,2100,Private
6673,764,Private
6674,595,Private
6675,2800,Public
6676,2800,Private
6677,1100,Public
6678,1900,Private
6679,2900,Private
6680,644,Public
6681,640,Public
6682,2000,Private
6683,689,Private
6684,1300,Public
6685,807,Public
6686,1100,Private
6687,1300,Private
6688,902,Public
6689,2500,Public
6690,1400,Private
6691,1200,Private
6692,719,Private
6693,3700,Public
6694,7100,Private
6695,792,Public
6696,1400,Public
6697,1200,Public
6698,1100,Private
6699,1600,Public
6700,1100,Private
6701,1500,Private
6702,1100,Private
6703,1300,Public
6704,778,Private
6705,1600,Private
6706,1300,Private
6707,1000,Private
6708,1300,Private
6709,2300,Private
6710,7200,Public
6711,1000,Public
6712,2300,Private
6713,1700,Public
6714,5100,Private
6715,1600,Public
6716,943,Public
6717,6500,Private
6718,1100,Private
6719,1800,Private
6720,2000,Private
6721,2400,Private
6722,2500,Private
6723,1200,Private
6724,1200,Private
6725,2000,Private
6726,910,Public
6727,981,Private
6728,1200,Public
6729,1100,Private
6730,1300,Private
6731,1100,Public
6732,13500,Public
6733,1700,Public
6734,943,Public
6735,1000,Private
6736,681,Private
6737,1300,Private
6738,905,Private
6739,396,Public
6740,1100,Public
6741,524,Public
6742,859,Private
6743,1900,Private
6744,867,Private
6745,920,Private
6746,3700,Public
6747,12900,Public
6748,1400,Private
6749,2000,Private
6750,1600,Private
6751,19600,Private
6752,1100,Public
6753,1400,Public
6754,1200,Private
6755,1800,Private
6756,1200,Public
6757,2200,Public
6758,2700,Public
6759,855,Public
6760,1700,Public
6761,1900,Private
6762,1100,Private
6763,3100,Private
6764,1100,Private
6765,891,Private
6766,1500,Public
6767,1100,Public
6768,882,Private
6769,2300,Private
6770,2200,Public
6771,1500,Private
6772,1400,Private
6773,3000,Public
6774,2900,Private
6775,720,Private
6776,1400,Private
6777,754,Private
6778,935,Private
6779,1500,Public
6780,12900,Public
6781,882,Public
6782,509,Public
6783,759,Public
6784,617,Public
6785,738,Private
6786,1400,Private
6787,1500,Public
6788,1400,Private
6789,1100,Public
6790,1000,Private
6791,946,Public
6792,11100,Private
6793,3600,Public
6794,1500,Public
6795,3300,Private
6796,2800,Private
6797,1500,Private
6798,627,Public
6799,1300,Public
6800,3500,Public
6801,977,Private
6802,1000,Private
6803,1700,Private
6804,712,Public
6805,2800,Private
6806,695,Public
6807,4000,Public
6808,1700,Private
6809,1400,Public
6810,857,Public
6811,2800,Public
6812,931,Private
6813,780,Private
6814,19500,Public
6815,974,Private
6816,3700,Private
6817,917,Public
6818,13400,Private
6819,85,Public
6820,985,Private
6821,774,Public
6822,922,Private
6823,2400,Public
6824,4300,Public
6825,1500,Private
6826,908,Private
6827,1200,Public
6828,1800,Public
6829,1100,Public
6830,986,Private
6831,945,Private
6832,887,Private
6833,1400,Private
6834,1200,Public
6835,6300,Private
6836,2800,Public
6837,1900,Public
6838,4400,Public
6839,1500,Public
6840,2000,Private
6841,4000,Public
6842,921,Public
6843,2100,Public
6844,3600,Private
6845,3800,Private
6846,1900,Private
6847,984,Private
6848,448,Private
6849,1400,Private
6850,18800,Private
6851,1100,Public
6852,1200,Public
6853,1000,Private
6854,7700,Private
6855,840,Public
6856,1800,Private
6857,1700,Private
6858,4800,Private
6859,18400,Private
6860,4200,Public
6861,1100,Private
6862,6800,Public
6863,786,Public
6864,1500,Private
6865,836,Private
6866,981,Public
6867,3000,Private
6868,713,Private
6869,911,Public
6870,3000,Public
6871,1800,Public
6872,952,Private
6873,20700,Public
6874,1400,Public
6875,5100,Public
6876,1100,Public
6877,1300,Public
6878,1100,Private
6879,1200,Private
6880,12200,Public
6881,701,Public
6882,991,Private
6883,1400,Public
6884,8900,Private
6885,771,Public
6886,931,Private
6887,731,Public
6888,403,Public
6889,3400,Private
6890,806,Private
6891,3000,Private
6892,1100,Public
6893,771,Private
6894,1800,Private
6895,1500,Private
6896,827,Private
6897,1500,Private
6898,1300,Private
6899,1700,Public
6900,2700,Public
6901,1400,Private
6902,10500,Private
6903,1300,Public
6904,721,Private
6905,533,Public
6906,8900,Public
6907,1300,Public
6908,1700,Private
6909,3700,Public
6910,2400,Public
6911,1400,Public
6912,850,Private
6913,1300,Public
6914,794,Public
6915,1500,Public
6916,2400,Public
6917,2300,Public
6918,2000,Public
6919,3600,Public
6920,1100,Public
6921,918,Private
6922,950,Public
6923,1400,Public
6924,1400,Public
6925,1800,Private
6926,1000,Public
6927,1800,Public
6928,1000,Public
6929,1600,Private
6930,1300,Public
6931,16900,Private
6932,1100,Private
6933,1900,Public
6934,3300,Private
6935,805,Private
6936,1200,Public
6937,785,Public
6938,3700,Public
6939,1700,Private
6940,1300,Private
6941,8400,Public
6942,1000,Private
6943,1100,Public
6944,2000,Public
6945,451,Private
6946,1100,Public
6947,31900,Private
6948,2500,Private
6949,2900,Private
6950,2000,Public
6951,982,Public
6952,1100,Private
6953,2100,Private
6954,1300,Private
6955,910,Private
6956,6100,Private
6957,2100,Private
6958,3300,Public
6959,8700,Private
6960,3600,Public
6961,2700,Public
6962,11500,Private
6963,843,Public
6964,5600,Public
6965,1500,Private
6966,1300,Private
6967,801,Public
6968,879,Private
6969,671,Public
6970,2600,Private
6971,1400,Public
6972,3400,Private
6973,996,Private
6974,1100,Public
6975,2800,Private
6976,3700,Public
6977,21200,Public
6978,1200,Public
6979,1200,Private
6980,5500,Private
6981,2100,Private
6982,2900,Public
6983,2200,Public
6984,2300,Private
6985,520,Public
6986,3400,Public
6987,7400,Private
6988,3100,Private
6989,3100,Private
6990,1100,Public
6991,1000,Private
6992,1700,Private
6993,851,Public
6994,2100,Private
6995,767,Private
6996,1100,Private
6997,996,Public
6998,1400,Public
6999,1600,Public
7000,1200,Public
7001,715,Private
7002,1100,Public
7003,951,Private
7004,1200,Private
7005,742,Private
7006,9500,Private
7007,983,Public
7008,796,Public
7009,5700,Private
7010,980,Public
7011,772,Private
7012,1200,Public
7013,1800,Public
7014,1100,Public
7015,956,Private
7016,1200,Public
7017,1400,Public
7018,2400,Private
7019,722,Public
7020,1100,Public
7021,954,Private
7022,3600,Public
7023,1300,Private
7024,2000,Private
7025,1100,Public
7026,7700,Public
7027,994,Private
7028,1600,Public
7029,970,Private
7030,17100,Public
7031,7400,Private
7032,1200,Private
7033,1700,Public
7034,903,Private
7035,1800,Public
7036,1100,Public
7037,1200,Private
7038,4000,Private
7039,2100,Private
7040,1400,Private
7041,1000,Private
7042,5400,Private
7043,2300,Public
7044,886,Private
7045,1600,Public
7046,1100,Public
7047,1100,Private
7048,1700,Private
7049,1200,Private
7050,1200,Private
7051,1100,Public
7052,1300,Private
7053,2000,Private
7054,932,Private
7055,1500,Public
7056,6400,Private
7057,828,Private
7058,882,Public
7059,13300,Public
7060,1300,Private
7061,1200,Public
7062,874,Private
7063,1200,Public
7064,1200,Public
7065,3300,Public
7066,2300,Private
7067,1400,Public
7068,3200,Private
7069,1700,Public
7070,2500,Public
7071,7900,Private
7072,1800,Public
7073,1300,Public
7074,1900,Private
7075,15000,Private
7076,1100,Private
7077,1600,Public
7078,2500,Private
7079,1800,Public
7080,1300,Public
7081,1300,Public
7082,1500,Public
7083,5500,Private
7084,3100,Public
7085,1700,Public
7086,860,Public
7087,24800,Public
7088,924,Public
7089,1800,Public
7090,1100,Public
7091,4700,Public
7092,950,Public
7093,826,Private
7094,1200,Public
7095,1300,Private
7096,3500,Private
7097,1600,Private
7098,1600,Private
7099,3400,Public
7100,12100,Public
7101,845,Public
7102,726,Private
7103,794,Public
7104,18100,Public
7105,1700,Public
7106,627,Private
7107,7100,Public
7108,2100,Public
7109,1100,Private
7110,956,Private
7111,832,Public
7112,1300,Private
7113,1500,Private
7114,1300,Private
7115,1400,Private
7116,584,Private
7117,619,Public
7118,1000,Private
7119,1000,Public
7120,1200,Public
7121,777,Public
7122,1300,Public
7123,2500,Private
7124,1800,Public
7125,1400,Public
7126,4900,Private
7127,877,Public
7128,1500,Public
7129,3500,Private
7130,609,Public
7131,1500,Public
7132,1600,Private
7133,559,Public
7134,2300,Private
7135,980,Private
7136,1600,Public
7137,567,Public
7138,1900,Private
7139,614,Public
7140,1500,Public
7141,3000,Private
7142,937,Private
7143,770,Public
7144,784,Private
7145,1300,Public
7146,1000,Private
7147,1600,Private
7148,1600,Public
7149,3300,Public
7150,1300,Public
7151,900,Private
7152,1300,Private
7153,1100,Public
7154,946,Private
7155,3600,Private
7156,732,Private
7157,1900,Public
7158,687,Private
7159,909,Public
7160,481,Private
7161,795,Public
7162,593,Private
7163,753,Private
7164,861,Private
7165,1400,Private
7166,620,Public
7167,719,Private
7168,3600,Private
7169,1400,Private
7170,3600,Private
7171,859,Public
7172,1500,Public
7173,1000,Public
7174,5600,Private
7175,725,Public
7176,1500,Private
7177,1100,Private
7178,2300,Private
7179,951,Public
7180,1100,Private
7181,1400,Private
7182,1800,Private
7183,1800,Public
7184,1100,Private
7185,5800,Public
7186,2800,Private
7187,2000,Private
7188,6800,Private
7189,893,Public
7190,3800,Public
7191,1400,Public
7192,10700,Public
7193,740,Private
7194,27700,Private
7195,3100,Public
7196,1400,Private
7197,713,Public
7198,913,Private
7199,859,Public
7200,1100,Private
7201,755,Public
7202,3000,Private
7203,1600,Private
7204,1300,Public
7205,643,Public
7206,1000,Private
7207,1700,Private
7208,861,Public
7209,2200,Public
7210,1200,Public
7211,547,Public
7212,2200,Private
7213,608,Public
7214,952,Public
7215,1600,Public
7216,492,Public
7217,693,Public
7218,3600,Private
7219,2400,Private
7220,8100,Public
7221,1000,Public
7222,1100,Public
7223,1700,Public
7224,989,Public
7225,5200,Public
7226,826,Public
7227,847,Public
7228,2400,Public
7229,1400,Public
7230,596,Public
7231,860,Private
7232,500,Public
7233,1200,Public
7234,105400,Private
7235,1600,Public
7236,574,Public
7237,1500,Public
7238,876,Private
7239,821,Private
7240,681,Private
7241,744,Public
7242,2000,Public
7243,10800,Public
7244,1700,Public
7245,787,Public
7246,6700,Private
7247,941,Private
7248,1100,Private
7249,2400,Public
7250,1700,Private
7251,4200,Private
7252,3400,Public
7253,977,Private
7254,1100,Private
7255,3500,Public
7256,1600,Public
7257,507,Public
7258,1700,Public
7259,14100,Private
7260,36600,Public
7261,31900,Public
7262,1800,Private
7263,1100,Private
7264,1700,Private
7265,2000,Private
7266,1400,Private
7267,850,Private
7268,1100,Public
7269,1500,Public
7270,1300,Private
7271,1200,Public
7272,990,Public
7273,1600,Public
7274,2600,Private
7275,4900,Public
7276,2000,Private
7277,1600,Private
7278,674,Private
7279,1400,Private
7280,928,Private
7281,1000,Public
7282,1800,Public
7283,3200,Private
7284,2000,Public
7285,1700,Private
7286,1900,Private
7287,7200,Public
7288,2700,Private
7289,4600,Public
7290,3800,Public
7291,7000,Public
7292,1300,Private
7293,2300,Private
7294,2700,Private
7295,3100,Public
7296,1200,Private
7297,1200,Private
7298,3300,Public
7299,1800,Public
7300,2000,Private
7301,1100,Public
7302,9800,Private
7303,2000,Public
7304,1400,Private
7305,6500,Public
7306,2200,Private
7307,791,Private
7308,4000,Private
7309,928,Private
7310,2000,Private
7311,797,Public
7312,2600,Public
7313,1300,Private
7314,1100,Private
7315,1300,Private
7316,849,Private
7317,826,Public
7318,3300,Public
7319,16500,Public
7320,1300,Private
7321,845,Public
7322,1300,Public
7323,921,Public
7324,1200,Private
7325,1400,Private
7326,1400,Public
7327,1000,Private
7328,1000,Private
7329,847,Private
7330,2300,Public
7331,16300,Private
7332,3500,Private
7333,3300,Private
7334,1800,Private
7335,4400,Private
7336,1100,Private
7337,1300,Private
7338,802,Private
7339,1200,Public
7340,2500,Public
7341,552,Public
7342,1300,Public
7343,4400,Public
7344,743,Public
7345,2700,Private
7346,984,Public
7347,968,Private
7348,1200,Public
7349,5200,Private
7350,1200,Private
7351,808,Public
7352,6100,Public
7353,12100,Public
7354,1600,Private
7355,1400,Private
7356,2100,Public
7357,2800,Public
7358,1400,Private
7359,643,Private
7360,1200,Private
7361,2000,Private
7362,1800,Public
7363,5300,Private
7364,1300,Private
7365,2000,Public
7366,721,Public
7367,353,Public
7368,708,Public
7369,1300,Public
7370,1000,Public
7371,1400,Private
7372,2400,Public
7373,4300,Public
7374,2700,Private
7375,1200,Public
7376,27500,Public
7377,1400,Private
7378,18500,Public
7379,3300,Public
7380,1000,Private
7381,1200,Private
7382,2100,Public
7383,1500,Private
7384,2400,Private
7385,2100,Private
7386,1200,Private
7387,1800,Private
7388,2500,Public
7389,1500,Public
7390,1600,Private
7391,2700,Public
7392,1700,Private
7393,1200,Public
7394,3600,Public
7395,1500,Public
7396,4300,Private
7397,2300,Private
7398,3500,Private
7399,1800,Private
7400,1400,Public
7401,3200,Public
7402,2100,Private
7403,1000,Public
7404,960,Private
7405,3600,Public
7406,1100,Private
7407,3800,Public
7408,1400,Public
7409,2000,Private
7410,3100,Public
7411,28400,Public
7412,1100,Public
7413,1200,Public
7414,873,Public
7415,1000,Public
7416,5800,Private
7417,861,Private
7418,5500,Public
7419,2000,Public
7420,1100,Private
7421,1900,Public
7422,1000,Public
7423,1000,Public
7424,862,Public
7425,606,Private
7426,1600,Public
7427,1100,Private
7428,980,Public
7429,1800,Private
7430,1000,Private
7431,2200,Public
7432,4000,Private
7433,1900,Public
7434,566,Public
7435,2300,Private
7436,2500,Public
7437,1500,Public
7438,1700,Public
7439,653,Public
7440,8300,Private
7441,445,Public
7442,557,Private
7443,2300,Public
7444,1400,Private
7445,1100,Public
7446,1200,Public
7447,2400,Public
7448,880,Private
7449,537,Private
7450,2200,Public
7451,626,Private
7452,937,Private
7453,2400,Public
7454,805,Public
7455,1500,Public
7456,495,Private
7457,981,Private
7458,4200,Private
7459,555,Public
7460,1200,Private
7461,620,Public
7462,2100,Private
7463,2300,Private
7464,2100,Private
7465,775,Private
7466,1300,Public
7467,949,Private
7468,16400,Public
7469,6800,Public
7470,1900,Public
7471,1100,Public
7472,1200,Public
7473,818,Private
7474,436,Public
7475,905,Public
7476,1400,Public
7477,552,Public
7478,1900,Public
7479,1800,Public
7480,871,Public
7481,874,Public
7482,1800,Public
7483,1500,Private
7484,5900,Public
7485,1000,Private
7486,1500,Private
7487,47300,Private
7488,686,Public
7489,737,Public
7490,933,Public
7491,1000,Public
7492,1100,Public
7493,993,Private
7494,660,Private
7495,3400,Public
7496,1400,Private
7497,1600,Private
7498,1200,Public
7499,1200,Public
7500,16300,Public
7501,2300,Private
7502,763,Private
7503,1600,Private
7504,906,Private
7505,885,Public
7506,909,Public
7507,646,Public
7508,6000,Public
7509,1100,Private
7510,1100,Public
7511,2600,Private
7512,13000,Public
7513,1800,Public
7514,3000,Public
7515,991,Private
7516,1100,Private
7517,1300,Private
7518,2900,Private
7519,1600,Public
7520,4000,Private
7521,2900,Private
7522,9100,Private
7523,7800,Public
7524,997,Private
7525,1700,Private
7526,1300,Public
7527,969,Private
7528,625,Public
7529,375,Private
7530,852,Private
7531,1100,Private
7532,1100,Private
7533,3000,Private
7534,1600,Public
7535,932,Private
7536,1900,Public
7537,488,Private
7538,1300,Public
7539,474,Public
7540,5700,Private
7541,1300,Private
7542,758,Private
7543,3800,Private
7544,664,Private
7545,415,Private
7546,2400,Public
7547,655,Private
7548,869,Private
7549,948,Public
7550,992,Public
7551,4500,Public
7552,954,Private
7553,478,Private
7554,569,Public
7555,3500,Public
7556,1500,Public
7557,1200,Private
7558,3100,Private
7559,3100,Private
7560,752,Private
7561,647,Public
7562,1800,Private
7563,2100,Public
7564,1700,Private
7565,2900,Private
7566,1200,Private
7567,1300,Public
7568,804,Private
7569,1600,Private
7570,1400,Private
7571,2200,Private
7572,551,Public
7573,1300,Public
7574,1800,Public
7575,3600,Private
7576,1200,Private
7577,1900,Private
7578,240,Private
7579,756,Public
7580,2400,Public
7581,993,Public
7582,15200,Private
7583,1000,Private
7584,5300,Private
7585,9700,Public
7586,3800,Private
7587,3800,Private
7588,1400,Public
7589,3800,Private
7590,547,Public
7591,1200,Public
7592,1100,Public
7593,796,Private
7594,2800,Public
7595,518,Private
7596,9100,Public
7597,3500,Public
7598,528,Private
7599,548,Public
7600,1600,Private
7601,3400,Public
7602,4000,Public
7603,768,Private
7604,860,Public
7605,13500,Public
7606,1800,Private
7607,2400,Private
7608,2200,Public
7609,1500,Public
7610,789,Private
7611,1100,Public
7612,453,Private
7613,855,Public
7614,1100,Public
7615,949,Private
7616,1100,Public
7617,678,Private
7618,4200,Private
7619,929,Public
7620,811,Public
7621,11900,Private
7622,2900,Private
7623,1500,Private
7624,681,Private
7625,1800,Private
7626,1900,Private
7627,1800,Public
7628,1400,Private
7629,1900,Private
7630,1300,Public
7631,1100,Private
7632,4400,Public
7633,797,Private
7634,988,Public
7635,2800,Private
7636,2600,Private
7637,3300,Private
7638,1100,Private
7639,1400,Private
7640,5700,Private
7641,8500,Public
7642,1300,Public
7643,2400,Public
7644,1700,Public
7645,750,Public
7646,1500,Public
7647,1200,Private
7648,1500,Public
7649,21900,Private
7650,13000,Private
7651,1800,Public
7652,47700,Private
7653,1200,Public
7654,429,Private
7655,1100,Private
7656,802,Private
7657,1500,Public
7658,3000,Private
7659,976,Private
7660,1300,Public
7661,3800,Public
7662,1300,Public
7663,491,Public
7664,1800,Private
7665,13100,Private
7666,648,Private
7667,1600,Public
7668,2100,Private
7669,1100,Private
7670,1400,Private
7671,1800,Public
7672,899,Private
7673,1100,Public
7674,866,Private
7675,1500,Private
7676,1300,Public
7677,733,Public
7678,751,Private
7679,715,Private
7680,1400,Public
7681,964,Public
7682,1200,Public
7683,1300,Private
7684,2600,Public
7685,1200,Private
7686,7900,Public
7687,6400,Private
7688,7800,Public
7689,1200,Private
7690,778,Public
7691,3200,Private
7692,530,Private
7693,7800,Public
7694,974,Private
7695,1300,Public
7696,9300,Public
7697,1200,Public
7698,1200,Public
7699,440,Private
7700,833,Public
7701,938,Public
7702,1200,Public
7703,1900,Public
7704,1000,Private
7705,1800,Public
7706,1100,Private
7707,8100,Private
7708,894,Private
7709,2700,Public
7710,2200,Public
7711,1500,Public
7712,5100,Public
7713,886,Private
7714,1100,Private
7715,2200,Public
7716,2400,Public
7717,3800,Public
7718,1700,Private
7719,2100,Private
7720,1300,Public
7721,3600,Private
7722,2400,Private
7723,1600,Private
7724,2000,Public
7725,8800,Private
7726,5300,Private
7727,2000,Private
7728,2100,Public
7729,4500,Private
7730,1600,Private
7731,2100,Public
7732,4000,Private
7733,6000,Private
7734,2400,Public
7735,877,Private
7736,975,Public
7737,973,Private
7738,3700,Private
7739,1000,Public
7740,1000,Private
7741,1300,Public
7742,1100,Private
7743,1000,Private
7744,2100,Public
7745,971,Private
7746,713,Private
7747,706,Private
7748,1700,Private
7749,1100,Private
7750,1100,Private
7751,1100,Public
7752,1200,Private
7753,1900,Public
7754,257,Public
7755,3000,Public
7756,1300,Public
7757,1600,Public
7758,349,Private
7759,1200,Private
7760,746,Private
7761,6700,Private
7762,2300,Public
7763,6700,Private
7764,915,Private
7765,12000,Private
7766,570,Public
7767,687,Private
7768,994,Private
7769,777,Public
7770,641,Public
7771,17800,Public
7772,1700,Public
7773,6600,Public
7774,1200,Private
7775,1900,Public
7776,1600,Private
7777,747,Public
7778,1300,Private
7779,1100,Public
7780,1500,Private
7781,775,Public
7782,1600,Public
7783,1200,Private
7784,5500,Public
7785,1000,Private
7786,1400,Public
7787,5100,Private
7788,622,Public
7789,710,Public
7790,1600,Public
7791,1500,Private
7792,6600,Public
7793,1300,Private
7794,1300,Private
7795,1100,Private
7796,1900,Private
7797,1700,Public
7798,5200,Private
7799,1400,Private
7800,417,Private
7801,10000,Private
7802,1100,Private
7803,3200,Private
7804,1600,Private
7805,850,Public
7806,916,Public
7807,719,Public
7808,1500,Public
7809,1100,Private
7810,2800,Public
7811,3700,Private
7812,627,Public
7813,2800,Private
7814,1100,Public
7815,624,Public
7816,2300,Public
7817,1900,Public
7818,2200,Public
7819,1700,Public
7820,1600,Public
7821,1700,Private
7822,887,Private
7823,2600,Private
7824,2400,Public
7825,1400,Private
7826,978,Private
7827,7700,Private
7828,2200,Private
7829,5100,Private
7830,2900,Private
7831,1800,Private
7832,2200,Public
7833,1000,Public
7834,1600,Private
7835,1100,Public
7836,1600,Public
7837,1700,Private
7838,217,Public
7839,492,Public
7840,1900,Public
7841,556,Public
7842,823,Private
7843,541,Public
7844,856,Private
7845,1200,Private
7846,1800,Public
7847,730,Private
7848,581,Public
7849,964,Public
7850,6600,Public
7851,1100,Public
7852,577,Private
7853,1800,Private
7854,1400,Private
7855,744,Public
7856,1300,Private
7857,2400,Private
7858,5400,Private
7859,6500,Private
7860,1100,Private
7861,1600,Public
7862,3600,Public
7863,1100,Public
7864,11800,Private
7865,590,Public
7866,771,Public
7867,1200,Private
7868,10700,Public
7869,3000,Private
7870,1400,Public
7871,11100,Public
7872,914,Private
7873,2100,Public
7874,8600,Private
7875,690,Public
7876,926,Private
7877,2000,Public
7878,1500,Public
7879,1200,Private
7880,2200,Private
7881,970,Public
7882,21200,Public
7883,958,Private
7884,1100,Public
7885,1800,Private
7886,882,Public
7887,1200,Private
7888,29000,Public
7889,1200,Public
7890,15800,Public
7891,2300,Private
7892,1600,Private
7893,1300,Public
7894,792,Public
7895,816,Private
7896,477,Private
7897,1700,Private
7898,1100,Private
7899,3100,Private
7900,5900,Private
7901,1000,Public
7902,8800,Private
7903,701,Public
7904,720,Public
7905,1100,Public
7906,11300,Private
7907,5900,Private
7908,698,Private
7909,1400,Public
7910,1000,Public
7911,919,Private
7912,2100,Private
7913,992,Public
7914,950,Private
7915,1300,Public
7916,3200,Private
7917,1100,Private
7918,4200,Public
7919,2000,Private
7920,699,Public
7921,838,Private
7922,1200,Public
7923,949,Public
7924,963,Public
7925,615,Private
7926,2900,Public
7927,1700,Public
7928,1200,Public
7929,5700,Public
7930,1600,Private
7931,1300,Public
7932,1100,Public
7933,5900,Private
7934,573,Public
7935,3100,Public
7936,3300,Private
7937,3000,Public
7938,2200,Private
7939,1100,Public
7940,879,Private
7941,474,Public
7942,3000,Public
7943,8500,Private
7944,1900,Public
7945,1000,Public
7946,569,Public
7947,1100,Public
7948,785,Public
7949,982,Public
7950,1100,Public
7951,691,Public
7952,1200,Private
7953,1700,Private
7954,4400,Private
7955,1200,Public
7956,110,Private
7957,2200,Public
7958,1000,Private
7959,16100,Private
7960,19300,Private
7961,3200,Public
7962,2600,Public
7963,1900,Private
7964,826,Private
7965,999,Public
7966,995,Private
7967,1100,Public
7968,671,Private
7969,1300,Private
7970,5000,Public
7971,630,Private
7972,2500,Private
7973,695,Private
7974,769,Private
7975,932,Private
7976,2400,Public
7977,1000,Public
7978,3600,Private
7979,717,Public
7980,1000,Public
7981,1100,Public
7982,1500,Private
7983,1100,Public
7984,2500,Public
7985,1200,Private
7986,1100,Public
7987,689,Private
7988,12000,Public
7989,696,Private
7990,2000,Public
7991,2200,Public
7992,635,Public
7993,919,Private
7994,8100,Private
7995,2500,Public
7996,621,Public
7997,946,Public
7998,1000,Private
7999,5900,Public
8000,860,Public
8001,2700,Public
8002,409,Private
8003,3300,Private
8004,1300,Private
8005,1200,Public
8006,4100,Private
8007,8200,Public
8008,730,Public
8009,2500,Public
8010,1200,Public
8011,758,Private
8012,4300,Public
8013,2900,Public
8014,667,Public
8015,922,Public
8016,924,Private
8017,10900,Private
8018,2000,Public
8019,844,Private
8020,1200,Public
8021,3300,Private
8022,3700,Public
8023,1200,Private
8024,1500,Private
8025,2100,Public
8026,1200,Private
8027,979,Public
8028,1600,Private
8029,1200,Public
8030,1100,Public
8031,7100,Private
8032,3600,Private
8033,2600,Private
8034,6100,Private
8035,1100,Private
8036,1700,Public
8037,4600,Private
8038,2100,Public
8039,2700,Public
8040,8500,Private
8041,1200,Public
8042,1600,Private
8043,1200,Private
8044,2100,Private
8045,2000,Private
8046,3100,Public
8047,389,Private
8048,1600,Public
8049,773,Public
8050,1400,Public
8051,1100,Public
8052,5500,Public
8053,457,Public
8054,1100,Public
8055,878,Private
8056,10000,Private
8057,274,Private
8058,681,Public
8059,2400,Private
8060,1500,Private
8061,1300,Private
8062,9100,Private
8063,1300,Private
8064,970,Private
8065,5000,Private
8066,9400,Private
8067,1900,Public
8068,464,Private
8069,500,Private
8070,4300,Private
8071,986,Public
8072,3000,Private
8073,675,Public
8074,777,Public
8075,793,Public
8076,1400,Public
8077,2900,Private
8078,1400,Public
8079,714,Public
8080,3200,Private
8081,1100,Private
8082,1800,Private
8083,872,Public
8084,3100,Private
8085,1200,Private
8086,7800,Public
8087,734,Private
8088,98500,Public
8089,1000,Private
8090,753,Private
8091,984,Public
8092,991,Public
8093,752,Public
8094,996,Private
8095,1100,Public
8096,1000,Private
8097,1400,Public
8098,873,Private
8099,898,Public
8100,6000,Public
8101,1400,Private
8102,3900,Public
8103,707,Public
8104,1200,Public
8105,1600,Private
8106,1900,Public
8107,4700,Private
8108,5400,Public
8109,826,Private
8110,67300,Private
8111,59400,Public
8112,7300,Private
8113,1400,Private
8114,744,Private
8115,864,Private
8116,1100,Private
8117,876,Public
8118,2400,Public
8119,381,Private
8120,473,Public
8121,914,Public
8122,1500,Public
8123,2600,Public
8124,1400,Public
8125,1200,Public
8126,4500,Private
8127,780,Public
8128,3100,Private
8129,2200,Public
8130,3100,Private
8131,1300,Public
8132,474,Private
8133,3800,Private
8134,822,Public
8135,698,Private
8136,1100,Public
8137,6600,Private
8138,2300,Public
8139,2400,Private
